sample	pre.ccf	on.ccf	pre.ccf.pyc	on.ccf.pyc	pre.ccf.abs	on.ccf.abs	pre.ccf.pyc.ci	on.ccf.pyc.ci	pre.is.neo	on.is.neo	gene	clonal	clonal2
Pt23_16_84797793_C_T	Pt23	0	0.53407842756296	0	0.280584990168	0	0.2	0	0.53407842756296	0	1	USP10	novel subclonal in on	positive selection
Pt23_17_10406346_C_T	Pt23	0	1.19149449909328	0	0.824439049304	0	0.91	0	1.19149449909328	0	1	MYH1	novel clonal in on	positive selection
Pt23_17_21319432_G_A	Pt23	0	0.232240518995104	0	0.182862197752	0	0.18	0	0.232240518995104	0	0	KCNJ12	novel subclonal in on	positive selection
Pt23_17_39021183_C_T	Pt23	0	0.245767904637788	0	0.183962504935	0	0.12	0	0.245767904637788	0	1	KRT12	novel subclonal in on	positive selection
Pt23_18_42643209_G_T	Pt23	0	0.283092250346272	0	0.190999087052	0	0.16	0	0.283092250346272	0	1	SETBP1	novel subclonal in on	positive selection
Pt23_18_44549197_C_T	Pt23	0	0.223153309927752	0	0.181379074561	0	0.12	0	0.223153309927752	0	0	TCEB3CL	novel subclonal in on	positive selection
Pt23_18_61326625_G_A	Pt23	0	1.06258922824694	0	0.960132886886	0	0.85	0	1.06258922824694	0	0	SERPINB3	novel clonal in on	positive selection
Pt23_19_8809058_G_A	Pt23	0	1.07344590506293	0	0.96520807876	0	NA	0	1.07344590506293	0	0	ACTL9	novel clonal in on	positive selection
Pt23_19_17397477_G_T	Pt23	0	0.64401887027248	0	0.385340837032	0	NA	0	0.64401887027248	0	0	ANKLE1	novel subclonal in on	positive selection
Pt23_19_17756912_C_T	Pt23	0	0.29656020534854	0	0.191602549894	0	0.11	0	0.29656020534854	0	0	UNC13A	novel subclonal in on	positive selection
Pt23_19_18234459_C_T	Pt23	0	1.03913964727558	0	0.971265553972	0	1	0	1.03913964727558	0	0	MAST3	novel clonal in on	positive selection
Pt23_19_40322495_G_A	Pt23	0	1.03104075339211	0	0.973021419614	0	1	0	1.03104075339211	0	1	DYRK1B	novel clonal in on	positive selection
Pt23_19_41631451_C_T	Pt23	0	0.68112663236904	0	0.48071775844	0	0.43	0	0.68112663236904	0	0	CYP2F1	novel subclonal in on	positive selection
Pt23_19_42260742_C_T	Pt23	0	0.34919947752834	0	0.204505249671	0	0.16	0	0.34919947752834	0	1	CEACAM6	novel subclonal in on	positive selection
Pt23_19_42791219_C_G	Pt23	0	0.61735812159796	0	0.375174781785	0	0.25	0	0.61735812159796	0	0	CIC	novel subclonal in on	positive selection
Pt23_19_43031434_T_A	Pt23	0	0.33646435625918	0	0.200789309327	0	0.14	0	0.33646435625918	0	1	CEACAM1	novel subclonal in on	positive selection
Pt23_19_56029381_T_C	Pt23	0	0.352588516393444	0	0.203959587228	0	0.12	0	0.352588516393444	0	0	SSC5D	novel subclonal in on	positive selection
Pt23_2_85662159_A_C	Pt23	0	1.24909902092828	0	0.894511622119	0	1	0	1.24909902092828	0	0	SH2D6	novel clonal in on	positive selection
Pt23_2_96604641_C_T	Pt23	0	0.25455097678612	0	0.18400085529	0	0.15	0	0.25455097678612	0	0	ANKRD36C	novel subclonal in on	positive selection
Pt23_2_167142967_T_A	Pt23	0	0.63003949738824	0	0.411541822473	0	0.42	0	0.63003949738824	0	1	SCN9A	novel subclonal in on	positive selection
Pt23_2_169783689_C_T	Pt23	0	0.65727957061648	0	0.423176119002	0	0.43	0	0.65727957061648	0	1	ABCB11	novel subclonal in on	positive selection
Pt23_2_179442845_C_T	Pt23	0	1.03914798891609	0	0.968364442365	0	1	0	1.03914798891609	0	0	TTN	novel clonal in on	positive selection
Pt23_20_896587_C_A	Pt23	0	1.22137348677384	0	0.712570150424	0	0.56	0	1.22137348677384	0	0	ANGPT4	novel clonal in on	positive selection
Pt23_20_1145031_C_T	Pt23	0	1.06318811154159	0	0.95812668141	0	0.85	0	1.06318811154159	0	0	PSMF1	novel clonal in on	positive selection
Pt23_20_1610940_G_A	Pt23	0	1.03257726693387	0	0.97346520001	0	1	0	1.03257726693387	0	1	SIRPG	novel clonal in on	positive selection
Pt23_20_13850187_C_T	Pt23	0	1.03006931898794	0	0.973014006772	0	1	0	1.03006931898794	0	0	SEL1L2	novel clonal in on	positive selection
Pt23_20_18022305_G_T	Pt23	0	1.0424198010682	0	0.968473994678	0	0.94	0	1.0424198010682	0	1	OVOL2	novel clonal in on	positive selection
Pt23_20_19565653_C_T	Pt23	0	1.03847825409679	0	0.970336733935	0	1	0	1.03847825409679	0	0	SLC24A3	novel clonal in on	positive selection
Pt23_20_29625865_A_C	Pt23	0	0.287263019316076	0	0.190951165595	0	0.16	0	0.287263019316076	0	0	FRG1BP	novel subclonal in on	positive selection
Pt23_20_33338213_C_T	Pt23	0	1.09650300780547	0	0.94764772271	0	0.78	0	1.09650300780547	0	0	NCOA6	novel clonal in on	positive selection
Pt23_20_39980458_C_T	Pt23	0	1.01765727884669	0	0.97680407624	0	1	0	1.01765727884669	0	0	LPIN3	novel clonal in on	positive selection
Pt23_20_42164911_G_A	Pt23	0	1.01596827519396	0	0.977288461348	0	1	0	1.01596827519396	0	0	L3MBTL1	novel clonal in on	positive selection
Pt23_20_47858514_G_A	Pt23	0	1.08036811727362	0	0.96003569327	0	0.89	0	1.08036811727362	0	0	DDX27	novel clonal in on	positive selection
Pt23_3_128060731_G_A	Pt23	0	1.24936154896432	0	0.871575340159	0	0.65	0	1.24936154896432	0	0	EEFSEC	novel clonal in on	positive selection
Pt23_3_195506514_T_G	Pt23	0	1.24950248318152	0	0.872882123301	0	0.71	0	1.24950248318152	0	0	MUC4	novel clonal in on	positive selection
Pt23_5_228322_A_G	Pt23	0	0.242115658959536	0	0.184491349296	0	0.14	0	0.242115658959536	0	1	SDHA	novel subclonal in on	positive selection
Pt23_5_53814262_C_T	Pt23	0	0.563438535334748	0	0.448322385718	0	0.34	0	0.563438535334748	0	0	SNX18	novel subclonal in on	positive selection
Pt23_5_140531408_T_G	Pt23	0	0.578989595581344	0	0.435381222287	0	0.29	0	0.578989595581344	0	1	PCDHB6	novel subclonal in on	positive selection
Pt23_6_31976867_C_T	Pt23	0	0.669391903328788	0	0.483893772919	0	0.49	0	0.669391903328788	0	0	TNXB	novel subclonal in on	positive selection
Pt23_6_33048699_C_A	Pt23	0	0.67458466281484	0	0.457779324008	0	0.4	0	0.67458466281484	0	0	HLA-DPB1	novel subclonal in on	positive selection
Pt23_6_33048700_C_G	Pt23	0	0.67716209221324	0	0.460685099045	0	0.4	0	0.67716209221324	0	1	HLA-DPB1	novel subclonal in on	positive selection
Pt23_6_33048708_C_G	Pt23	0	0.8278036930188	0	0.510822557671	0	0.47	0	0.8278036930188	0	0	HLA-DPB1	novel subclonal in on	positive selection
Pt23_6_33264234_C_T	Pt23	0	1.06488905590503	0	0.965232052767	0	0.99	0	1.06488905590503	0	1	RGL2	novel clonal in on	positive selection
Pt23_6_40399594_C_T	Pt23	0	1.05701250708907	0	0.970017484634	0	NA	0	1.05701250708907	0	0	LRFN2	novel clonal in on	positive selection
Pt23_6_46719667_C_T	Pt23	0	1.15631691383828	0	0.945255309091	0	NA	0	1.15631691383828	0	0	ANKRD66	novel clonal in on	positive selection
Pt23_6_128135050_G_A	Pt23	0	1.02366680299745	0	0.975085941993	0	1	0	1.02366680299745	0	1	THEMIS	novel clonal in on	positive selection
Pt23_6_167790122_G_A	Pt23	0	1.03063414435264	0	0.972680493787	0	0.97	0	1.03063414435264	0	0	TCP10	novel clonal in on	positive selection
Pt23_7_2752287_G_A	Pt23	0	1.05948134127271	0	0.965048920891	0	0.93	0	1.05948134127271	0	0	AMZ1	novel clonal in on	positive selection
Pt23_7_5385319_G_A	Pt23	0	1.02507804161859	0	0.974638509534	0	1	0	1.02507804161859	0	0	TNRC18	novel clonal in on	positive selection
Pt23_7_6537854_G_A	Pt23	0	1.13671528563367	0	0.948030955757	0	0.83	0	1.13671528563367	0	0	GRID2IP	novel clonal in on	positive selection
Pt23_7_6803644_G_A	Pt23	0	1.22558154419684	0	0.751104710624	0	0.62	0	1.22558154419684	0	1	RSPH10B2	novel clonal in on	positive selection
Pt23_7_11446682_C_T	Pt23	0	1.04318063784159	0	0.970781691714	0	1	0	1.04318063784159	0	1	THSD7A	novel clonal in on	positive selection
Pt23_7_12397085_C_T	Pt23	0	1.03125709722136	0	0.972420804889	0	0.99	0	1.03125709722136	0	1	VWDE	novel clonal in on	positive selection
Pt23_7_24663358_C_T	Pt23	0	1.02822468314858	0	0.973983075571	0	1	0	1.02822468314858	0	0	MPP6	novel clonal in on	positive selection
Pt23_7_31123774_G_A	Pt23	0	1.05721060973121	0	0.964984997464	0	0.91	0	1.05721060973121	0	0	ADCYAP1R1	novel clonal in on	positive selection
Pt23_7_34724191_C_T	Pt23	0	1.05602325327635	0	0.965296130057	0	0.94	0	1.05602325327635	0	1	NPSR1	novel clonal in on	positive selection
Pt23_7_44611104_G_T	Pt23	0	1.01653955321248	0	0.977151714813	0	1	0	1.01653955321248	0	1	DDX56	novel clonal in on	positive selection
Pt23_7_48273656_C_T	Pt23	0	1.02127672729736	0	0.97574955259	0	1	0	1.02127672729736	0	0	ABCA13	novel clonal in on	positive selection
Pt23_7_48318065_G_A	Pt23	0	1.03608288929682	0	0.970493168861	0	0.95	0	1.03608288929682	0	1	ABCA13	novel clonal in on	positive selection
Pt23_7_55910681_G_A	Pt23	0	1.04533808169006	0	0.969710973014	0	1	0	1.04533808169006	0	1	SEPT14	novel clonal in on	positive selection
Pt23_7_63727308_C_T	Pt23	0	1.21002620532856	0	0.921707679161	0	NA	0	1.21002620532856	0	0	ZNF679	novel clonal in on	positive selection
Pt23_7_100643565_G_A	Pt23	0	0.22901861958236	0	0.18259711034	0	0.15	0	0.22901861958236	0	1	MUC12	novel subclonal in on	positive selection
Pt23_7_133906523_C_T	Pt23	0	1.13537780955406	0	0.950158655336	0	0.86	0	1.13537780955406	0	0	LRGUK	novel clonal in on	positive selection
Pt23_7_150500514_C_T	Pt23	0	1.15253157451652	0	0.944491794244	0	0.82	0	1.15253157451652	0	0	TMEM176A	novel clonal in on	positive selection
Pt23_8_48719863_C_T	Pt23	0	1.16656555298304	0	0.936984528123	0	0.78	0	1.16656555298304	0	0	PRKDC	novel clonal in on	positive selection
Pt23_8_52733121_G_A	Pt23	0	0.62492751283268	0	0.39033197226	0	0.28	0	0.62492751283268	0	0	PCMTD1	novel subclonal in on	positive selection
Pt23_8_70981783_G_A	Pt23	0	1.05789984708624	0	0.967134798322	0	1	0	1.05789984708624	0	0	PRDM14	novel clonal in on	positive selection
Pt23_8_131848606_G_A	Pt23	0	1.03632709428345	0	0.970837020847	0	0.99	0	1.03632709428345	0	0	ADCY8	novel clonal in on	positive selection
Pt23_9_20414331_G_A	Pt23	0	0.226986229659112	0	0.180965916117	0	0.11	0	0.226986229659112	0	0	MLLT3	novel subclonal in on	positive selection
Pt23_9_70918713_G_A	Pt23	0	1.08890072056458	0	0.957592006606	0	0.86	0	1.08890072056458	0	0	FOXD4L3	novel clonal in on	positive selection
Pt23_9_77457148_C_T	Pt23	0	1.08752275413986	0	0.909746795188	0	0.72	0	1.08752275413986	0	0	TRPM6	novel clonal in on	positive selection
Pt23_9_86280066_G_A	Pt23	0	1.03883099605327	0	0.969090126303	0	0.94	0	1.03883099605327	0	0	UBQLN1	novel clonal in on	positive selection
Pt23_9_88940434_T_C	Pt23	0	1.13350941004853	0	0.938992051555	0	0.74	0	1.13350941004853	0	0	ZCCHC6	novel clonal in on	positive selection
Pt23_9_95609703_G_A	Pt23	0	1.15212577275792	0	0.706847424435	0	0.59	0	1.15212577275792	0	1	ZNF484	novel clonal in on	positive selection
Pt23_9_97081441_G_A	Pt23	0	1.16092175222244	0	0.937136426949	0	0.75	0	1.16092175222244	0	1	NUTM2F	novel clonal in on	positive selection
Pt23_9_99012060_G_A	Pt23	0	1.12606607951536	0	0.882512556299	0	0.7	0	1.12606607951536	0	0	HSD17B3	novel clonal in on	positive selection
Pt23_9_99700737_C_T	Pt23	0	0.56789116857808	0	0.305057734614	0	0.23	0	0.56789116857808	0	1	NUTM2G	novel subclonal in on	positive selection
Pt23_9_106900329_C_T	Pt23	0	0.60987304590076	0	0.466356346129	0	0.44	0	0.60987304590076	0	0	SMC2	novel subclonal in on	positive selection
Pt23_9_119460363_C_T	Pt23	0	0.227667028614212	0	0.181010158086	0	0.1	0	0.227667028614212	0	0	TRIM32	novel subclonal in on	positive selection
Pt23_9_123593604_C_T	Pt23	0	1.04030108650228	0	0.971050176161	0	1	0	1.04030108650228	0	0	PSMD5	novel clonal in on	positive selection
Pt23_9_134039270_C_T	Pt23	0	1.21244328813844	0	0.854760743038	0	0.65	0	1.21244328813844	0	0	NUP214	novel clonal in on	positive selection
Pt23_X_7811810_G_C	Pt23	0	NA	0	NA	0	0.16	0	NA	0	0	VCX	NA	NA
Pt23_X_8138189_C_T	Pt23	0	NA	0	NA	0	0.53	0	NA	0	0	VCX2	NA	NA
Pt23_X_100117287_A_G	Pt23	0	NA	0	NA	0	0.39	0	NA	0	0	NOX1	NA	NA
Pt23_X_106846480_G_A	Pt23	0	NA	0	NA	0	0.13	0	NA	0	0	FRMPD3	NA	NA
Pt23_X_110439664_C_T	Pt23	0	NA	0	NA	0	0.87	0	NA	0	0	PAK3	NA	NA
Pt23_X_135961571_G_A	Pt23	0	NA	0	NA	0	0.22	0	NA	0	0	RBMX	NA	NA
Pt26_1_1903425_C_T	Pt26	1.02841287706426	1.01178985820281	0.991405435928	0.985549486944	1	1	1.02841287706426	1.01178985820281	0	0	CFAP74	clonal both	no selection
Pt26_1_6211189_C_G	Pt26	1.12521291397383	1.09383581141266	0.946429525124	0.957061028947	0.82	0.83	1.12521291397383	1.09383581141266	0	0	CHD5	clonal both	no selection
Pt26_1_6705946_G_A	Pt26	1.09320161475114	1.04999883371881	0.924191136433	0.971998175742	0.82	0.91	1.09320161475114	1.04999883371881	1	1	DNAJC11	clonal both	no selection
Pt26_1_20141388_G_A	Pt26	1.08806071037475	1.00854710659425	0.952774191801	0.986009873715	0.85	1	1.08806071037475	1.00854710659425	0	0	RNF186	clonal both	no selection
Pt26_1_26751942_G_A	Pt26	1.08224748206057	1.02463135023364	0.970967686348	0.98282447063	0.88	1	1.08224748206057	1.02463135023364	1	1	LIN28A	clonal both	no selection
Pt26_1_34089071_G_A	Pt26	1.04650612127657	1.01394890430898	0.987317080493	0.98518464882	0.99	1	1.04650612127657	1.01394890430898	0	0	CSMD2	clonal both	no selection
Pt26_1_35260548_G_A	Pt26	1.01326155108426	1.00711852259886	0.993336800716	0.986522754039	1	1	1.01326155108426	1.00711852259886	1	1	GJA4	clonal both	no selection
Pt26_1_46662528_G_A	Pt26	1.01434720436882	1.02966802745662	0.993174192591	0.979910688034	1	0.94	1.01434720436882	1.02966802745662	0	0	POMGNT1	clonal both	no selection
Pt26_1_47582356_C_T	Pt26	1.14522278124828	1.13706694170568	0.901514006722	0.895514406564	0.75	0.73	1.14522278124828	1.13706694170568	1	1	CYP4Z1	clonal both	no selection
Pt26_1_53544232_C_T	Pt26	1.06597574745656	1.05557854931832	0.874607272564	0.969537107673	0.77	0.89	1.06597574745656	1.05557854931832	0	0	PODN	clonal both	no selection
Pt26_1_74670148_C_T	Pt26	1.17706084629336	1.0609555695462	0.850615249547	0.973682917292	0.7	0.93	1.17706084629336	1.0609555695462	0	0	FPGT	clonal both	no selection
Pt26_1_110294650_C_T	Pt26	1.05031212876445	1.07534830104862	0.987198016514	0.968581895113	1	0.92	1.05031212876445	1.07534830104862	0	0	EPS8L3	clonal both	no selection
Pt26_1_115256529_T_C	Pt26	1.03158806619333	1.03018902255557	0.990596694496	0.981269417834	1	0.99	1.03158806619333	1.03018902255557	1	1	NRAS	clonal both	no selection
Pt26_1_152127305_C_T	Pt26	1.05743303747676	1.05225149933831	0.844068455048	0.97203646162	0.74	0.91	1.05743303747676	1.05225149933831	1	1	RPTN	clonal both	no selection
Pt26_1_152187670_C_T	Pt26	0.144546747809388	0.132001178575072	0.114960306229	0.107028046515	0.1	0.11	0.144546747809388	0.132001178575072	0	0	HRNR	subclonal both	no selection
Pt26_1_154516557_C_T	Pt26	1.11024920192147	1.11851402341309	0.950850127157	0.923971504045	0.81	0.77	1.11024920192147	1.11851402341309	1	1	TDRD10	clonal both	no selection
Pt26_1_157804201_A_C	Pt26	1.02083532491076	1.06424844150897	0.992451567984	0.972637645509	1	0.95	1.02083532491076	1.06424844150897	1	1	CD5L	clonal both	no selection
Pt26_1_182921934_G_A	Pt26	1.05186806069741	1.02870898199782	0.985735192705	0.981981471982	0.97	1	1.05186806069741	1.02870898199782	1	1	SHCBP1L	clonal both	no selection
Pt26_1_200881076_C_T	Pt26	1.0633230017109	1.03740764224954	0.982721620003	0.98009251849	0.94	1	1.0633230017109	1.03740764224954	0	0	C1orf106	clonal both	no selection
Pt26_1_228494618_C_T	Pt26	1.04231863083198	1.0104571320601	0.988597341916	0.985782663802	1	1	1.04231863083198	1.0104571320601	0	0	OBSCN	clonal both	no selection
Pt26_1_228550415_C_T	Pt26	1.0673022898835	1.06296368236688	0.982020937668	0.97272812686	0.99	0.95	1.0673022898835	1.06296368236688	0	0	OBSCN	clonal both	no selection
Pt26_1_235388013_C_G	Pt26	1.02955034479334	1.06458519593424	0.991224956943	0.755639930464	1	0.67	1.02955034479334	1.06458519593424	0	0	ARID4B	clonal both	no selection
Pt26_1_240370306_G_A	Pt26	1.02696228147159	1.0303936263211	0.991051332432	0.979522163446	0.96	0.93	1.02696228147159	1.0303936263211	1	1	FMN2	clonal both	no selection
Pt26_1_245851500_C_T	Pt26	1.09856527976984	1.02907463506336	0.963875630612	0.982378687983	0.86	1	1.09856527976984	1.02907463506336	1	1	KIF26B	clonal both	no selection
Pt26_1_248004539_G_A	Pt26	1.0412362686311	1.0095527542499	0.987528741371	0.985668716693	0.92	1	1.0412362686311	1.0095527542499	0	0	OR11L1	clonal both	no selection
Pt26_1_248570031_G_A	Pt26	1.04028600989776	1.06203776224056	0.988994905773	0.971561596128	1	0.92	1.04028600989776	1.06203776224056	1	1	OR2T1	clonal both	no selection
Pt26_10_49659068_C_T	Pt26	1.1155802839111	1.00952588433158	0.932838468667	0.986026052123	0.8	1	1.1155802839111	1.00952588433158	0	0	ARHGAP22	clonal both	no selection
Pt26_10_106974288_C_T	Pt26	1.02264790535772	1.05527857396252	0.992116313407	0.975203839797	1	0.93	1.02264790535772	1.05527857396252	0	0	SORCS3	clonal both	no selection
Pt26_10_115534732_G_A	Pt26	1.0318714491925	1.06168483501918	0.990045778229	0.965592834797	0.96	0.89	1.0318714491925	1.06168483501918	0	0	PLEKHS1	clonal both	no selection
Pt26_10_135012719_G_A	Pt26	1.04257159836655	1.15844463702424	0.988728707874	0.808749768751	1	0.67	1.04257159836655	1.15844463702424	1	1	KNDC1	clonal both	no selection
Pt26_11_4389257_C_T	Pt26	1.07581209206527	1.0860039174283	0.972558790103	0.948210606392	0.88	0.85	1.07581209206527	1.0860039174283	1	1	OR52B4	clonal both	no selection
Pt26_11_5776099_G_A	Pt26	1.03770700343675	1.05568397504196	0.988999315845	0.8493243725	0.96	0.78	1.03770700343675	1.05568397504196	0	0	OR52N4	clonal both	no selection
Pt26_11_9172264_T_A	Pt26	1.02549311158589	1.05028056641632	0.991821291757	0.976150972449	1	0.94	1.02549311158589	1.05028056641632	1	1	DENND5A	clonal both	no selection
Pt26_11_20639411_G_A	Pt26	1.01319814876662	1.00864740298252	0.993232644812	0.9859525531	1	1	1.01319814876662	1.00864740298252	0	0	SLC6A5	clonal both	no selection
Pt26_11_48347196_A_G	Pt26	0.54621095477594	0.460675713548844	0.431091477461	0.326903668781	0.39	0.3	0.54621095477594	0.460675713548844	1	1	OR4C3	subclonal both	no selection
Pt26_11_55563794_G_A	Pt26	1.02431535446725	1.0245833252239	0.991990222912	0.982892309416	1	1	1.02431535446725	1.0245833252239	1	1	OR5D14	clonal both	no selection
Pt26_11_55607148_C_T	Pt26	1.08946628380837	1.08907047820674	0.969075408682	0.954662521753	0.87	0.86	1.08946628380837	1.08907047820674	0	0	OR5D16	clonal both	no selection
Pt26_11_64434749_C_G	Pt26	1.01414477055843	1.01375345853972	0.993183475237	0.984565272482	1	0.99	1.01414477055843	1.01375345853972	0	0	NRXN2	clonal both	no selection
Pt26_11_65838061_A_C	Pt26	0.15316896655246	0	0.116683793837	0	0.1	0	0.15316896655246	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_11_73997275_G_A	Pt26	1.10544127758139	1.0294792658951	0.963553063274	0.982010602277	0.86	1	1.10544127758139	1.0294792658951	0	0	P4HA3	clonal both	no selection
Pt26_11_76751587_G_C	Pt26	0.80812773337004	0	0.486854596894	0	0.38	0	0.80812773337004	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_11_89531780_G_C	Pt26	0.227792940599628	0.1487578938572	0.134364200238	0.10877969973	0.17	0.12	0.227792940599628	0.1487578938572	1	1	TRIM49	subclonal both	no selection
Pt26_11_92592475_G_C	Pt26	1.05364035779155	1.04778374383712	0.985407602989	0.977295173044	0.97	0.98	1.05364035779155	1.04778374383712	1	1	FAT3	clonal both	no selection
Pt26_11_105845224_A_T	Pt26	1.03696164974564	1.05821204987452	0.989327425846	0.968390823219	0.96	0.89	1.03696164974564	1.05821204987452	1	1	GRIA4	clonal both	no selection
Pt26_12_5603549_G_A	Pt26	1.06851488525631	1.01479698210824	0.973948600971	0.984177852271	0.88	0.99	1.06851488525631	1.01479698210824	1	1	NTF3	clonal both	no selection
Pt26_12_11546416_C_T	Pt26	0.69175182976776	1.10999236252896	0.494529457969	0.940513061875	0.48	0.79	0.69175182976776	1.10999236252896	0	0	PRB2	increased pre2on	positive selection
Pt26_12_15677740_C_T	Pt26	1.03938638309385	1.07341447414183	0.988180440552	0.955274316489	0.94	0.87	1.03938638309385	1.07341447414183	0	0	PTPRO	clonal both	no selection
Pt26_12_33579434_G_A	Pt26	1.0692220066696	1.0459447873124	0.981250459781	0.979177628667	1	1	1.0692220066696	1.0459447873124	0	0	SYT10	clonal both	no selection
Pt26_12_40814158_G_A	Pt26	1.02256805485962	1.04159102812266	0.992332026455	0.978180609237	1	0.95	1.02256805485962	1.04159102812266	1	1	MUC19	clonal both	no selection
Pt26_12_46594880_C_T	Pt26	0.80128916670648	1.06075686774795	0.571599376568	0.970059009132	0.56	0.89	0.80128916670648	1.06075686774795	0	0	SLC38A1	increased pre2on	positive selection
Pt26_12_55820070_C_T	Pt26	1.07028353865426	1.0611985591385	0.980442509057	0.973737937372	0.93	0.94	1.07028353865426	1.0611985591385	0	0	OR6C76	clonal both	no selection
Pt26_12_71286665_C_T	Pt26	1.07229343180823	1.00289248603985	0.892879640005	0.987327206824	0.8	1	1.07229343180823	1.00289248603985	1	1	PTPRR	clonal both	no selection
Pt26_12_101598313_G_A	Pt26	1.11870886294223	0	0.946463973362	0	0.79	0	1.11870886294223	0	1	0	0	lost clonal pre2on	negative selection
Pt26_12_101873408_G_A	Pt26	1.07298264773131	1.00929954676988	0.97551745514	0.985000016387	0.89	1	1.07298264773131	1.00929954676988	1	1	SPIC	clonal both	no selection
Pt26_12_103696264_G_A	Pt26	1.01856947126593	0	0.992746329329	0	1	0	1.01856947126593	0	1	0	0	lost clonal pre2on	negative selection
Pt26_12_111856003_C_T	Pt26	1.02229161778886	0	0.992301476443	0	1	0	1.02229161778886	0	0	0	0	lost clonal pre2on	negative selection
Pt26_12_113837450_T_C	Pt26	0.163510673582988	0	0.119501181894	0	0.11	0	0.163510673582988	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_12_121681927_C_T	Pt26	1.10330542680681	1.01707845819206	0.955613401297	0.983064867105	0.84	1	1.10330542680681	1.01707845819206	0	0	CAMKK2	clonal both	no selection
Pt26_12_122260988_A_C	Pt26	0.7319433392968	0	0.43910460876	0	0.39	0	0.7319433392968	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_13_26788680_G_A	Pt26	1.01558843494518	1.0255507986829	0.993040057777	0.982633392118	1	1	1.01558843494518	1.0255507986829	1	1	RNF6	clonal both	no selection
Pt26_13_72440446_G_A	Pt26	0.185621525831332	0	0.124607144582	0	0.15	0	0.185621525831332	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_13_108861674_T_C	Pt26	1.02595225014228	1.01213721466653	0.991366500737	0.985355598273	0.97	1	1.02595225014228	1.01213721466653	1	1	LIG4	clonal both	no selection
Pt26_14_20404411_G_A	Pt26	0.782793710672496	0.620227467523028	0.620808266724	0.499818933074	0.6	0.52	0.782793710672496	0.620227467523028	1	1	OR4K1	subclonal both	no selection
Pt26_14_20528749_C_T	Pt26	1.07662179005156	1.01210851774171	0.978521962575	0.985592768585	0.91	1	1.07662179005156	1.01210851774171	0	0	OR4L1	clonal both	no selection
Pt26_14_21109590_G_A	Pt26	1.0196375000276	1.01857217015751	0.992746680591	0.984007684578	1	1	1.0196375000276	1.01857217015751	0	0	OR6S1	clonal both	no selection
Pt26_14_37736321_C_T	Pt26	1.08057390604318	1.04563939125708	0.966625067895	0.974797040776	0.87	0.91	1.08057390604318	1.04563939125708	0	0	MIPOL1	clonal both	no selection
Pt26_14_38208274_G_T	Pt26	1.12058234662276	0	0.900130839951	0	0.77	0	1.12058234662276	0	1	0	0	lost clonal pre2on	negative selection
Pt26_14_70633348_T_C	Pt26	1.07410883999642	1.13716043292865	0.981455193022	0.94800265922	NA	NA	1.07410883999642	1.13716043292865	0	0	SLC8A3	clonal both	no selection
Pt26_14_70924335_C_T	Pt26	0.157640263177548	0	0.116944826589	0	NA	0	0.157640263177548	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_14_73096436_T_C	Pt26	1.09020086287847	1.03439964474521	0.964019033693	0.980277632929	0.86	0.95	1.09020086287847	1.03439964474521	1	1	DPF3	clonal both	no selection
Pt26_14_91662715_C_T	Pt26	1.0523968251342	1.02691350175423	0.985208347417	0.982056763523	0.96	1	1.0523968251342	1.02691350175423	0	0	C14orf159	clonal both	no selection
Pt26_15_25223053_C_T	Pt26	1.05136445858842	1.07541503737218	0.986864431934	0.969510184156	1	0.96	1.05136445858842	1.07541503737218	0	0	SNRPN	clonal both	no selection
Pt26_15_38765714_T_G	Pt26	1.01723787635606	1.01781964126057	0.993036274148	0.984392761587	1	1	1.01723787635606	1.01781964126057	0	0	FAM98B	clonal both	no selection
Pt26_15_38776602_A_G	Pt26	1.1973356280798	0	0.923460347706	0	NA	0	1.1973356280798	0	0	0	0	lost clonal pre2on	negative selection
Pt26_15_56386313_G_A	Pt26	1.02162097569167	1.03409693857975	0.992295052033	0.980060987303	1	0.97	1.02162097569167	1.03409693857975	1	1	RFX7	clonal both	no selection
Pt26_15_70366860_G_A	Pt26	1.04651661631507	1.02238561864388	0.987483227329	0.983523470502	1	1	1.04651661631507	1.02238561864388	0	0	TLE3	clonal both	no selection
Pt26_15_74489747_G_A	Pt26	1.07254842940016	1.04880378342555	0.973952462547	0.972829823893	0.88	0.91	1.07254842940016	1.04880378342555	0	0	STRA6	clonal both	no selection
Pt26_15_78790409_C_T	Pt26	0.655406502290796	1.06688065699077	0.483997475475	0.97039016419	0.47	0.92	0.655406502290796	1.06688065699077	1	1	IREB2	increased pre2on	positive selection
Pt26_15_83222703_G_A	Pt26	1.05268391005087	1.09479225193418	0.986351941763	0.961308900424	1	0.89	1.05268391005087	1.09479225193418	1	1	CPEB1	clonal both	no selection
Pt26_15_90610511_G_A	Pt26	1.01191870931833	1.09630785635199	0.993502123401	0.904149824665	1	0.81	1.01191870931833	1.09630785635199	1	1	ZNF710	clonal both	no selection
